date,time,FC1_Read_Input_Register,FC2_Read_Discrete_Value,FC3_Read_Holding_Register,FC4_Read_Coil,label,type
25-Apr-19, 09:14:00 ,51307.86856056705,74076.15846559788,30520.698513648265,670.619360746452,1,injection
25-Apr-19, 09:14:00 ,45372.9126901378,43128.79897231252,49405.67595337998,-17934.70863736961,1,injection
25-Apr-19, 09:14:01 ,71365.63980211857,67185.89910812135,19730.785550546272,18381.92056558819,1,injection
25-Apr-19, 09:14:02 ,32637.687080697215,44095.78243458108,22926.8156736866,25893.88935995997,1,injection
25-Apr-19, 09:14:04 ,38230.83990976618,68905.86546671645,35952.16833865546,22763.7266501324,1,injection
25-Apr-19, 09:14:06 ,37848.37824082531,31799.385280499977,9632.60882454542,12553.427358949197,1,injection
25-Apr-19, 09:14:07 ,83521.70015400641,51355.47931098307,16997.748957137203,11942.7974547425,1,injection
25-Apr-19, 09:14:09 ,51826.24916698644,13041.45942184994,24364.239854084786,46887.06898330507,1,injection
25-Apr-19, 09:14:10 ,31453.503332143493,-530.6273054174526,22334.900340948596,39834.63340661135,1,injection
25-Apr-19, 09:14:10 ,50044.17949080147,26463.293668286617,32013.2266797195,57183.360412658854,1,injection
25-Apr-19, 09:14:11 ,55808.63577284451,52762.935589668305,59098.97083494674,18382.111891010325,1,injection
25-Apr-19, 09:14:12 ,45157.43678346691,44193.82167001389,55444.84438500098,12932.329859332842,1,injection
25-Apr-19, 09:14:14 ,52053.847375906415,60109.94906310126,54686.25064035118,9900.461534251688,1,injection
25-Apr-19, 09:14:15 ,43958.6721556229,61240.21227941702,65700.53362698983,5345.359616202313,1,injection
25-Apr-19, 09:14:15 ,19022.27337806655,51651.24617979807,60159.36563259325,71270.82243006137,1,injection
25-Apr-19, 09:14:16 ,70276.41217319385,37314.84824857402,54802.374183180014,70855.77975931525,1,injection
25-Apr-19, 09:14:17 ,25297.368550378644,17206.851269544008,55935.651037900345,63640.43438248576,1,injection
25-Apr-19, 09:14:19 ,41215.248517538734,61580.212574423014,46840.45588233678,70455.00697793355,1,injection
25-Apr-19, 09:14:20 ,35310.94611604823,77630.4380359326,34098.05108608121,45628.879085715525,1,injection
25-Apr-19, 09:14:20 ,19283.99549737529,71234.22524495685,45303.767749747974,37301.67053021285,1,injection
25-Apr-19, 09:14:21 ,16102.47346741562,32798.9733995228,55933.51188419382,33785.372398977546,1,injection
25-Apr-19, 09:14:22 ,-4521.999499464862,76658.5948943833,60721.453281810376,46357.5143098806,1,injection
25-Apr-19, 09:14:24 ,88334.97702602789,11590.896588981701,45988.40874531719,61402.56095946241,1,injection
25-Apr-19, 09:14:25 ,43556.28024424644,16964.29238178149,62444.705202815145,37842.98400984522,1,injection
25-Apr-19, 09:14:25 ,58753.792592508515,15558.55365455833,36912.05455285889,36888.92661019164,1,injection
25-Apr-19, 09:14:26 ,89336.12664964618,12678.558238313904,54299.66672348506,45084.417169125154,1,injection
25-Apr-19, 09:14:27 ,-8476.056835393189,50205.319212904215,16147.743724002221,47545.57634091549,1,injection
25-Apr-19, 09:14:29 ,-12408.01494290931,35556.732914368156,23027.14017690772,24703.2184521407,1,injection
25-Apr-19, 09:14:30 ,-18076.10987778232,42684.47060713845,-206.40962498286171,15409.714701264404,1,injection
25-Apr-19, 09:14:30 ,12770.347922976922,44597.06806074993,19621.68930702011,18135.97372107608,1,injection
25-Apr-19, 09:14:31 ,41436.77021481909,8479.727488481318,29114.54731275718,42894.99530233657,1,injection
25-Apr-19, 09:14:32 ,56611.730753844895,11492.126467821017,38478.9774478264,46208.42624843461,1,injection
25-Apr-19, 09:14:34 ,54193.64218658398,24629.79879925299,59489.00257156241,22296.809433882318,1,injection
25-Apr-19, 09:14:35 ,44856.527011013095,19558.919442794235,22738.390464915472,48027.06949520898,1,injection
25-Apr-19, 09:14:35 ,15942.228140395568,45179.57920971662,25305.857669055127,19803.59320012001,1,injection
25-Apr-19, 09:14:36 ,1250.4989659465282,83606.47582499235,50201.319498915014,21938.71173426466,1,injection
25-Apr-19, 09:14:37 ,5384.70882104349,26603.63172036443,18758.081328142296,31318.07912496403,1,injection
25-Apr-19, 09:14:39 ,20611.26312341576,24091.358193200846,70240.92053871066,4511.448461485652,1,injection
25-Apr-19, 09:14:40 ,45551.55418179733,60174.38505847508,34759.89298246762,10694.036049752582,1,injection
25-Apr-19, 09:14:40 ,37403.363604352766,73328.08535866675,15382.464713448078,7154.333092102626,1,injection
25-Apr-19, 09:14:41 ,42775.195060352926,55950.13630456396,28803.841898710583,21352.22984993032,1,injection
25-Apr-19, 09:14:42 ,58869.23444782557,66215.38591613251,26685.410463812175,13319.560843516903,1,injection
25-Apr-19, 09:14:44 ,3869.9495560184805,20128.154842561435,7546.879679431253,74729.59518756665,1,injection
25-Apr-19, 09:14:45 ,13283.204362508042,27352.46003591411,-12398.952354413712,46404.8338437613,1,injection
25-Apr-19, 09:14:45 ,-6796.923748421912,47281.44418209042,779.6331229778771,54792.284521366535,1,injection
25-Apr-19, 09:14:46 ,-8045.05069882301,26364.772501650797,23317.94011582519,55998.48357679377,1,injection
25-Apr-19, 09:14:47 ,16839.126001919045,47929.392598305225,22033.81487759664,51295.39943434456,1,injection
25-Apr-19, 09:14:49 ,28044.81649718976,79857.03203706724,32386.730303502627,63395.87971835815,1,injection
25-Apr-19, 09:14:50 ,14847.173122615679,26534.79536011235,32681.878973566494,67560.26400786673,1,injection
25-Apr-19, 09:14:50 ,7491.701982151091,55201.74755818595,34296.45020026866,55090.250392500544,1,injection
